KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,HTetap,Mst,StMin,StMax,StAwal,StMasuk,StKeluar,Konsi,Disc,Foto,HJUAL2,HJUAL3,MARKUP2,MARKUP3,QTY2,QTY3
'045,'045,SPIDOL,ATL,ALAT TULIS,0,0,10000,0,N,N,0,0,10,0,15,N,0,,0,0,0,0,0,0
'8997206580516,'8997206580516,BEER BINTANG RADLER LEMON KLG,BEER,BEER,0,0,24000,0,N,N,0,0,24,0,143,N,0,,0,0,0,0,0,0
'8997206581001,'8997206581001,BEER BINTANG RADLER ORANGE,BEER,BEER,0,0,24000,0,N,N,0,0,24,0,56,N,0,,0,0,0,0,0,0
'8997206580424,'8997206580424,BEER BINTANG KLG 330 ML,BEER,BEER,19200,19200,25000,30.20833,N,N,0,0,48,128,179,N,0,,0,0,0,0,0,0
'8997206580455,'8997206580455,BEER BINTANG KLG 500ML,BEER,BEER,28000,33250,32000,14.28571,N,N,0,0,48,161,231,N,0,,0,0,0,0,0,0
'9002490207267,'9002490207267,REDBULL ENERGY DRINK,BTL,MINUMAN,20625,20625,25000,19.04762,N,N,0,0,25,37,148,N,0,,0,0,0,0,0,0
'8886057883665,'8886057883665,KRATINDENG REDBULL,BTL,MINUMAN,4850,4850,7000,52.9052,N,N,0,0,40,54,393,N,0,,0,0,0,0,0,0
'8999908034205,'8999908034205,HEMAVITON ENERGY DRINK,BTL,MINUMAN,4350,4350,7000,60.91954,N,N,0,0,40,50,47,N,0,,4000,4000,0,0,0,0
'8997028440012,'8997028440012,KRATINDENG REDBULL KLG,BTL,MINUMAN,6500,6500,10000,53.84615,N,N,0,0,20,18,98,N,0,,0,0,0,0,0,0
'8992761111014,'8992761111014,COCA-COLA ORIGINAL KLG 330ML,BTL,MINUMAN,4583,4583,7000,52.73838,N,N,0,0,48,55,326,N,0,,0,0,0,0,0,0
'8992761111038,'8992761111038,SPRITE KLG 330ML,BTL,MINUMAN,4800,4800,8000,66.66667,N,N,0,0,48,16,115,N,0,,0,0,0,0,0,0
'8992761111021,'8992761111021,COCA-COLA LIGHT TASTE KLG,BTL,MINUMAN,0,0,8000,0,N,N,0,0,20,0,189,N,0,,0,0,0,0,0,0
'8992761111298,'8992761111298,COCA-COLA ZERO KLG 330ML,BTL,MINUMAN,4800,4800,7000,45.83333,N,N,0,0,20,102,484,N,0,,0,0,0,0,0,0
'8992761111045,'8992761111045,FANTA STRAWBERRY KLG 330ML,BTL,MINUMAN,0,0,10000,0,N,N,0,0,20,0,32,N,0,,0,0,0,0,0,0
'8996006133014,'8996006133014,FRUIT TEA APEL KLG,NULL,NULL,4500,4500,6000,33.33333,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8997206580769,'8997206580769,HEINEKEN KLG 330ML,BTL,MINUMAN,0,0,23000,0,N,N,0,0,20,0,127,N,0,,0,0,0,0,0,0
'8997026800016,'8997026800016,ALBENS ORIGINAL,BTL,MINUMAN,0,0,40000,0,N,N,0,0,48,0,132,N,0,,0,0,0,0,0,0
'8997026800030,'8997026800030,ALBENS APPLE & MANGO,BTL,MINUMAN,0,0,40000,0,N,N,0,0,24,0,106,N,0,,0,0,0,0,0,0
'8997026800078,'8997026800078,ALBENS APPLE & STRAWBERRY,BTL,MINUMAN,0,0,40000,0,N,N,0,0,24,0,63,N,0,,0,0,0,0,0,0
'8992756333520,'8992756333520,SAN MIGUEL 640ML,BTL,MINUMAN,3625,36250,45000,1141.37931,N,N,0,0,48,0,50,N,0,,0,0,0,0,0,0
'8992756533692,'8992756533692,SAN MIG LIGHT 330ML,BTL,MINUMAN,25436,28456,29000,14.01164,N,N,0,0,24,36,64,N,0,,0,0,0,0,0,0
'8992756333537,'8992756333537,SAN MIGUEL 330 ML,BTL,MINUMAN,21208,21208,26000,22.59525,N,N,0,0,24,12,70,N,0,,0,0,0,0,0,0
'8414775018399,'8414775018399,FILTER SMOKING,RK,ROKOK,25000,25000,30000,20,N,N,0,0,20,0,53,N,0,,0,0,0,0,0,0
'8991001121615,'8991001121615,SILVER QUEEN MILK CHOCHO 65G,CKL,COKELAT,0,0,20000,0,N,N,0,0,24,0,67,N,0,,0,0,0,0,0,0
'8991001111883,'8991001111883,SILVERQUEEN CHUNKY BAR 33G,CKL,COKELAT,7500,7500,10000,46.52015,N,N,0,0,0,16,37,N,0,,0,0,0,0,0,0
'8991001111289,'8991001111289,SILVERQUEEN MILK CHOCHO 30G,CKL,COKELAT,7500,7500,10000,33.33333,N,N,0,0,0,21,66,N,0,,0,0,0,0,0,0
'8999999195649,'8999999195649,TEH CELUP SARI WANGI,TEA,TEA,5500,5500,8000,45.45455,N,N,0,0,0,5,33,N,0,,0,0,0,0,0,0
'8995177101112,'8995177101112,GULAKU 1KG,GL,GULA,0,0,17000,0,N,N,0,0,0,25,38,N,0,,0,0,0,0,0,0
'8991001503107,'8991001503107,CHACHA PEANUT,P,PERMEN,3600,3600,7000,0,N,N,0,0,0,13,98,N,0,,0,0,0,0,0,0
'8991001503114,'8991001503114,CHACHA MILK CHOCHO,P,PERMEN,3070,3070,4500,46.5798,N,N,0,0,0,20,85,N,0,,0,0,0,0,0,0
'8004800023018,'8004800023018,POKER NOCCIOLA,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'8004800023001,'8004800023001,POKER CACAO,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8997033001079,'8997033001079,POPCORN CHOCHOLATE CARAMEL,SNK,SNACK,0,0,35000,0,N,N,0,0,0,0,17,N,0,,0,0,0,0,0,0
'8997033000737,'8997033000737,GRANOLA BITES CHOCO VANILA,SNK,SNACK,18000,18000,35000,94.44444,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'8997033000829,'8997033000829,GRANOLA BITES COCONUT BANANA,SNK,SNACK,18000,18000,35000,94.44444,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'9556182023289,'9556182023289,DAIRY MILK CASHEW &COOKIES,CKL,COKELAT,0,0,35000,0,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'7622210681614,'7622210681614,DAIRY MILK SAHEWNUT,CKL,COKELAT,0,0,12000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'9556182023234,'9556182023234,DAIRY MILK CHOCHOLATE,CKL,COKELAT,8500,8500,11000,52.77778,N,N,0,0,0,15,25,N,0,,0,0,0,0,0,0
'7622210086693,'7622210086693,DAIRY MILK FRUIT & NUT,CKL,COKELAT,14000,14000,20000,42.85714,N,N,0,0,0,0,42,N,0,,0,0,0,0,0,0
'7622210640994,'7622210640994,DAIRY MILK CASHEWNUT 65G,CKL,COKELAT,14000,14000,20000,42.85714,N,N,0,0,0,0,46,N,0,,0,0,0,0,0,0
'9556182023258,'9556182023258,DAIRY MILK CHOCOLATE 65G,CKL,COKELAT,15000,15000,20000,42.85714,N,N,0,0,0,4,41,N,0,,0,0,0,0,0,0
'7622210398055,'7622210398055,DAIRY MILK BLACK FOREST 65G,CKL,COKELAT,14000,14000,20000,42.85714,N,N,0,0,0,0,43,N,0,,0,0,0,0,0,0
'8993200664061,'8993200664061,YOGURT BLUEBRRY 70ML,YG,YOGURT,0,0,3000,0,N,N,0,0,0,0,9,N,0,,0,0,0,0,0,0
'8997009510123,'8997009510123,ORANGE WATER 500ML,BTL,MINUMAN,7000,7000,9000,28.57143,N,N,0,0,0,283,1348,N,0,,0,0,0,0,0,0
'8997009510116,'8997009510116,YOU-C1000 LEMON WATER 500ML,BTL,MINUMAN,6667,6667,9000,34.99325,N,N,0,0,0,90,687,N,0,,0,0,0,0,0,0
'8992761164539,'8992761164539,NUTRIBOOST ORANGE 300ML,BTL,MINUMAN,5500,5500,7000,27.27273,N,N,0,0,0,66,138,N,0,,0,0,0,0,0,0
'9556001047175,'9556001047175,NESCAFE ORIGINAL 240ml,CFF,COFFE,8252,8252,11000,19.56522,N,N,0,0,0,27,361,N,0,,0,0,0,0,0,0
'8992761164546,'8992761164546,NUTRIBOOST STRAWBERRY 300ML,YG,YOGURT,5300,5300,7000,32.07547,N,N,0,0,0,73,274,N,0,,0,0,0,0,0,0
'8998009010613,'8998009010613,ULTRA MILK FULL CREAM 100ML,SS,SUSU,18000,18000,22000,22.22222,N,N,0,0,0,11,91,N,0,,0,0,0,0,0,0
'8998009010637,'8998009010637,ULTRAMLK LOW FAT 1000ML,SS,SUSU,21500,21500,25000,0,N,N,0,0,10,14,57,N,0,,0,0,0,0,0,0
'8998009010620,'8998009010620,ULTRA MILK RASA COKELAT,SS,SUSU,18000,18000,22000,29.41176,N,N,0,0,10,18,32,N,0,,0,0,0,0,0,0
'8991002121041,'8991002121041,GOOD DAY CARAMEL MACCHIATO,CFF,COFFE,0,0,5000,0,N,N,0,0,24,0,4,N,0,,0,0,0,0,0,0
'8998009010248,'8998009010248,ULTRA MILK STRAWBERRY 250ML,SS,SUSU,5625,5625,8000,42.22222,N,N,0,0,24,149,346,N,0,,0,0,0,0,0,0
'8998009010231,'8998009010231,ULTRA MILK COLKEAT 250ML,SS,SUSU,5800,5800,8000,37.93103,N,N,0,0,0,134,789,N,0,,0,0,0,0,0,0
'8998009010224,'8998009010224,ULTRA MILK FULL CREAM 250ML,SS,SUSU,6450,6450,8000,65.52866,N,N,0,0,0,52,373,N,0,,0,0,0,0,0,0
'8998009020186,'8998009020186,BUAVITA GUAVA 250ML,BTL,MINUMAN,7500,7500,9000,20,N,N,0,0,0,55,339,N,0,,0,0,0,0,0,0
'8992702006003,'8992702006003,INDOMILK MELON 190ML,SS,SUSU,0,0,5000,0,N,N,0,0,24,0,87,N,0,,0,0,0,0,0,0
'8992702005976,'8992702005976,INDOMILK STRAWBERRY 190ML,SS,SUSU,0,0,5000,0,N,N,0,0,0,0,100,N,0,,0,0,0,0,0,0
'8992702005945,'8992702005945,INDOMILK COKELAT 190ML,SS,SUSU,0,0,5000,0,N,N,0,0,0,0,38,N,0,,0,0,0,0,0,0
'8992702005921,'8992702005921,INDOMILK VANILA 190ML,SS,SUSU,0,0,5000,0,N,N,0,0,0,0,24,N,0,,0,0,0,0,0,0
'8991102222006,'8991102222006,TEH GELAS,TEA,TEA,833,821.95,1500,80.07203,N,N,0,0,50,336,411,N,0,,0,0,0,0,0,0
'8997009510055,'8997009510055,YOU-C1000 ORANGE,BTL,MINUMAN,7000,7000,9000,28.57143,N,N,0,0,0,209,1100,N,0,,0,0,0,0,0,0
'8997009510017,'8997009510017,YOU-C1000 LEMON,BTL,MINUMAN,6500,6500,9000,28.57143,N,N,0,0,0,105,601,N,0,,0,0,0,0,0,0
'9556001051509,'9556001051509,MILO ORIGINAL CAN 240ML,SS,SUSU,8750,8750,11000,25.71429,N,N,0,0,0,14,74,N,0,,0,0,0,0,0,0
'8850389108277,'8850389108277,MOGU MOGU COCONUT,BTL,MINUMAN,8150,8150,10000,33.33333,N,N,0,0,0,3,303,N,0,,0,0,0,0,0,0
'8850389108055,'8850389108055,MOGU MOGU STRAWBERRY,NULL,NULL,9000,9000,11000,22.22222,N,N,0,0,0,12,16,N,0,,0,0,0,0,0,0
'8850389114438,'8850389114438,MOGU MOGU MELON,BTL,MINUMAN,9000,9000,10000,0,N,N,0,0,0,12,103,N,0,,0,0,0,0,0,0
'8998009020179,'8998009020179,BUAVITA ORANGE 250ML,BTL,MINUMAN,7500,7500,10000,33.33333,N,N,0,0,24,31,82,N,0,,0,0,0,0,0,0
'8998009050053,'8998009050053,SARI KACANG IJO 250ML,BTL,MINUMAN,3375,3375,7000,0,N,N,0,0,0,36,190,N,0,,0,0,0,0,0,0
'8992761151096,'8992761151096,MINUTE MAID NUTRIFORCE,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8995227500292,'8995227500292,LARUTAN CAP KAKI TIGA MELON,BTL,MINUMAN,5417,5417,8000,47.68322,N,N,0,0,0,156,506,N,0,,0,0,0,0,0,0
'9556156003385,'9556156003385,YEOS GRASS JELLY DRINK,BTL,MINUMAN,0,0,8000,0,N,N,0,0,0,0,118,N,0,,0,0,0,0,0,0
'9556001054005,'9556001054005,NESCAFE MOCHA 240ml,BTL,MINUMAN,8252,8252,11000,22.22222,N,N,0,0,0,28,205,N,0,,0,0,0,0,0,0
'9556001025272,'9556001025272,NESCAFE LATTE 240ML,BTL,MINUMAN,9000,9000,11000,22.22222,N,N,0,0,0,182,513,N,0,,0,0,0,0,0,0
'8997035111110,'8997035111110,POCARI SWEAT CAN 330 ML,BTL,MINUMAN,5250,5250,7000,33.33333,N,N,0,0,0,33,207,N,0,,0,0,0,0,0,0
'8992772586016,'8992772586016,ADEM SARI CHING KU CAN 320 ML,BTL,MINUMAN,6000,6000,8000,33.33333,N,N,0,0,0,46,490,N,0,,0,0,0,0,0,0
'8995227500308,'8995227500308,LARUTAN CAP KAKI TIGA JERUK,BTL,MINUMAN,5417,5417,8000,47.68322,N,N,0,0,0,90,317,N,0,,0,0,0,0,0,0
'8992772485012,'8992772485012,COOLANT 175 ML,BTL,MINUMAN,4500,4500,6500,51.16279,N,N,0,0,0,24,78,N,0,,0,0,0,0,0,0
'8992772485029,'8992772485029,COOLANT STAR FRUIT 175 ML,BTL,MINUMAN,4800,4800,7000,45.83333,N,N,0,0,0,5,26,N,0,,0,0,0,0,0,0
'8997009781110,'8997009781110,HYDRO COCO 500 ML,BTL,MINUMAN,11029,11029,14000,26.93807,N,N,0,0,0,45,333,N,0,,0,0,0,0,0,0
'8992858527308,'8992858527308,HYDRO COCO 250 ML,BTL,MINUMAN,5828,5828,8000,37.26836,N,N,0,0,0,48,434,N,0,,0,0,0,0,0,0
'8996001600207,'8996001600207,TEH PUCUK HARUM 240 ML,BTL,MINUMAN,5500,5500,8000,45.45455,N,N,0,0,0,54,456,N,0,,0,0,0,0,0,0
'8992761166205,'8992761166205,FRESTEA MADU 350 ML,BTL,MINUMAN,2750,2750,5000,118.15009,N,N,0,0,0,57,38,N,0,,0,0,0,0,0,0
'8992761166052,'8992761166052,FRESTEA TEH ORIGINAL 350 ML,BTL,MINUMAN,3000,3000,5000,66.66667,N,N,0,0,0,22,106,N,0,,0,0,0,0,0,0
'8992761166229,'8992761166229,FRESTEA MARKISA 350 ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,67,N,0,,0,0,0,0,0,0
'8992761166212,'8992761166212,FRESTEA APEL 350 ML,BTL,MINUMAN,2292,2292,5000,118.15009,N,N,0,0,0,48,231,N,0,,0,0,0,0,0,0
'8992761122324,'8992761122324,FRESTEA TEH MELATI 500ML,BTL,MINUMAN,0,0,8000,0,N,N,0,0,0,0,-9,N,0,,0,0,0,0,0,0
'8992761122348,'8992761122348,FRSTEA MARKISA 500ML,BTL,MINUMAN,,0,8000,0,N,N,0,0,0,0,90,N,0,,0,0,0,0,0,0
'8992761122331,'8992761122331,FRESTEA APEL 500ML,BTL,MINUMAN,4917,4594.63,7000,42.36323,N,N,0,0,0,30,44,N,0,,0,0,0,0,0,0
'8992388133017,'8992388133017,NIU MILK TEA 330ML,BTL,MINUMAN,5500,5500,8000,45.45455,N,N,0,0,0,202,235,N,0,,0,0,0,0,0,0
'8992388133345,'8992388133345,NIU TEH TARIK,BTL,MINUMAN,5500,5500,8000,45.45455,N,N,0,0,0,147,229,N,0,,0,0,0,0,0,0
'8851019510132,'8851019510132,POCKY DOUBLE CHOCO,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,18,N,0,,0,0,0,0,0,0
'8994504121311,'8994504121311,LUCKY STICK,WFR,WAFFER,0,0,10000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8851019210117,'8851019210117,POCKY CHOCOLATE FLAVOUR,WFR,WAFFER,7400,7400,12000,0,N,N,0,0,0,2,48,N,0,,0,0,0,0,0,0
'8851019210124,'8851019210124,POCKY STRAWBERRY FLAVOUR,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,25,N,0,,0,0,0,0,0,0
'8851019210292,'8851019210292,POCKY COOKIES&CREAM,WFR,WAFFER,7400,7400,12000,0,N,N,0,0,0,2,38,N,0,,0,0,0,0,0,0
'8851019210193,'8851019210193,POCKY CHOCO BANANA,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,25,N,0,,0,0,0,0,0,0
'8851019210223,'8851019210223,POCKY MATCHA GREEN TEA,WFR,WAFFER,7400,7400,12000,0,N,N,0,0,0,2,26,N,0,,0,0,0,0,0,0
'8996001302316,'8996001302316,MALKIST ABON 27G,WFR,WAFFER,550,550,1500,172.72727,N,N,0,0,0,90,334,N,0,,0,0,0,0,0,0
'8996001302620,'8996001302620,MALKIST COKELAT 21G,WFR,WAFFER,900,900,1500,87.5,N,N,0,0,0,20,280,N,0,,0,0,0,0,0,0
'8992775305034,'8992775305034,GERY SALUT 18G,WFR,WAFFER,800,800,1500,87.5,N,N,0,0,0,10,251,N,0,,0,0,0,0,0,0
'8992775305188,'8992775305188,GERRY SALUT MATCHA 18G,WFR,WAFFER,550,550,1500,172.72727,N,N,0,0,0,30,152,N,0,,0,0,0,0,0,0
'8996001312261,'8996001312261,MALKIST KEJU MANIS 23G,WFR,WAFFER,0,0,1500,0,N,N,0,0,0,0,66,N,0,,0,0,0,0,0,0
'8992761145019,'8992761145019,COLA COLA 25OML,BTL,MINUMAN,2333,2333,5000,114.31633,N,N,0,0,0,36,314,N,0,,0,0,0,0,0,0
'8997025060169,'8997025060169,BIG STRAWBERI 535ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,21,N,0,,0,0,0,0,0,0
'8997025060183,'8997025060183,BIG LEMON 535 ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,23,N,0,,0,0,0,0,0,0
'8997025060176,'8997025060176,BIG JERUK 535 ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8992761145033,'8992761145033,FANTA 250ML,BTL,MINUMAN,2333,2333,5000,0,N,N,0,0,0,12,135,N,0,,0,0,0,0,0,0
'8992761145026,'8992761145026,SPRITE 250 ML,BTL,MINUMAN,2395,2395,5000,108.76827,N,N,0,0,0,36,209,N,0,,0,0,0,0,0,0
'8996006853387,'8996006853387,FRUIT TEA APEL 500 ML,BTL,MINUMAN,5000,5000,8000,60,N,N,0,0,0,35,30,N,0,,0,0,0,0,0,0
'8996006855541,'8996006855541,FRUIT TEA GUAVA 500 ML,BTL,MINUMAN,0,0,8000,0,N,N,0,0,0,24,160,N,0,,0,0,0,0,0,0
'8997035563544,'8997035563544,POCARI SWEAT 250ML,BTL,MINUMAN,5500,5500,7000,27.27273,N,N,0,0,0,95,672,N,0,,0,0,0,0,0,0
'8992761002053,'8992761002053,FANTA ANGGUR 390 ML,BTL,MINUMAN,4000,4000,7000,75,N,N,0,0,0,12,33,N,0,,0,0,0,0,0,0
'8992709818401,'8992709818401,MR.P HONEY ROASTED PEANUTS,KCK,KACANG,6000,6000,12000,100,N,N,0,0,0,0,13,N,0,,0,0,0,0,0,0
'8992709838409,'8992709838409,"MR,P CHILI ROASTED PENUTS",KCK,KACANG,6000,6000,12000,100,N,N,0,0,0,0,11,N,0,,0,0,0,0,0,0
'8992709538361,'8992709538361,MR.P CHILI ROASTEAD CASHEW,KCK,KACANG,19000,19000,25000,31.57895,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8992709728403,'8992709728403,MR.P ROASTED CASHEWNUTS,KCK,KACANG,19300,19300,25000,29.53368,N,N,0,0,0,0,14,N,0,,21890,0,0,0,0,0
'8992709718404,'8992709718404,MR.P HONEY CASHEWNUTS,KCK,KACANG,19300,19300,25000,29.53368,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8992709848408,'8992709848408,MR.P ORIGINAL GARLIC PEANUTS,KCK,KACANG,6000,6000,12000,100,N,N,0,0,0,0,4,N,0,,9000,0,0,0,0,0
'8992709818807,'8992709818807,MR.P HONEY 80G,KCK,KACANG,14300,14300,18000,25.87413,N,N,0,0,0,4,27,N,0,,0,0,0,0,0,0
'8992709848415,'8992709848415,MR.P ORIGINAL GARLIC 80G,KCK,KACANG,12000,12000,20000,66.66667,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8992709718800,'8992709718800,MR.P HONEY CASHEW NUT 80G,KCK,KACANG,38000,38000,45000,18.42105,N,N,0,0,0,0,11,N,0,,38000,0,0,0,0,0
'8992709548360,'8992709548360,MR.P CHILI CASHEW NUTD 80G,KCK,KACANG,38000,38000,45000,18.42105,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8992709728809,'8992709728809,MR.P ROASTED CASHEW NUTS 80G,KCK,KACANG,38000,38000,45000,18.42105,N,N,0,0,0,0,22,N,0,,0,0,0,0,0,0
'8992709838805,'8992709838805,MR.P CHILI ROASTED PENAUT 80G,KCK,KACANG,12000,12000,20000,66.66667,N,N,0,0,0,0,18,N,0,,0,0,0,0,0,0
'8992709667290,'8992709667290,MR.P KACANG ATOM 130G,KCK,KACANG,7200,7200,12000,66.66667,N,N,0,0,0,0,16,N,0,,7200,0,0,0,0,0
'8992709416249,'8992709416249,MR.P MIX NUT 80 G',KCK,KACANG,21000,21000,30000,42.85714,N,N,0,0,0,0,21,N,0,,0,0,0,0,0,0
'8996001318430,'8996001318430,BETTER VANILLA CREAM 22G,WFR,WAFFER,1750,1750,2500,42.85714,N,N,0,0,0,199,212,N,0,,0,0,0,0,0,0
'8996001302088,'8996001302088,MALKIST ROMA CRACKERS,WFR,WAFFER,900,900,1500,66.66667,N,N,0,0,0,66,411,N,0,,0,0,0,0,0,0
'8993175538541,'8993175538541,NEXTAR NANAS 42G,WFR,WAFFER,1750,1750,3000,71.42857,N,N,0,0,0,42,203,N,0,,0,0,0,0,0,0
'8993175539210,'8993175539210,NEXTAR COKELAT,WFR,WAFFER,1750,1750,3000,71.42857,N,N,0,0,0,12,276,N,0,,0,0,0,0,0,0
'8992775315033,'8992775315033,GERY SALUT,WFR,WAFFER,0,0,500,0,N,N,0,0,0,0,14,N,0,,0,0,0,0,0,0
'8992761002022,'8992761002022,SPRITE LEMON LIME 390ML,BTL,MINUMAN,4000,4000,7000,75,N,N,0,0,0,55,580,N,0,,0,0,0,0,0,0
'8996006855145,'8996006855145,TEH BOTOL SOSRO ORIGINAL 450ML,BTL,MINUMAN,5150,5150,8000,55.33981,N,N,0,0,0,78,539,N,0,,0,0,0,0,0,0
'8995227500124,'8999988888989,LARUTAN CAP KAKI TIGA 200ML,BTL,MINUMAN,3000,3000,5000,66.66667,N,N,0,0,0,95,166,N,0,,0,0,0,0,0,0
'8995227500261,'8995227500261,LARUTAN CAP KAKI TIGA 500ML,BTL,MINUMAN,5800,5800,8000,37.93103,N,N,0,0,0,140,488,N,0,,0,0,0,0,0,0
'8996129803504,'8996129803504,AIR CLEO 550ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,90,N,0,,0,0,0,0,0,0
'8992761139018,'8992761139018,AIR ADES 600ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,1186,N,0,,0,0,0,0,0,0
'LG,'8990007910094,LEM G,NULL,NULL,5000,5000,10000,100,N,N,0,0,0,79,184,N,0,,0,0,0,0,0,0
'8996006858016,'8996006858016,TEH BOTOL SOSRO ORIGINAL 350ML,BTL,MINUMAN,3600,3600,5000,38.88889,N,N,0,0,0,418,307,N,0,,0,0,0,0,0,0
'8992761002039,'8992761002039,FANTA STRAWBERY 390ML,BTL,MINUMAN,4400,4400,7000,59.09091,N,N,0,0,0,45,158,N,0,,0,0,0,0,0,0
'8992752112518,'8992752112518,MIZONE CRANBERRY 500ML,BTL,MINUMAN,3250,3250,6000,84.61538,N,N,0,0,0,148,419,N,0,,0,0,0,0,0,0
'8992752122708,'8992752122708,LEVITE MIX 350ML,BTL,MINUMAN,0,0,6000,0,N,N,0,0,0,0,13,N,0,,0,0,0,0,0,0
'8992752122609,'8992752122609,LEVITE TIMUN & LEMON 350ML,BTL,MINUMAN,0,0,6000,0,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8992775712603,'8992775712603,MYTEA TEH OOLONG,BTL,MINUMAN,4250,4250,7000,64.70588,N,N,0,0,0,8,66,N,0,,0,0,0,0,0,0
'8992752011057,'8992752011057,AIR VIT 1500ML,BTL,MINUMAN,0,0,8000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8992761136185,'8992761136185,FANTA STRAWBERRY 1L,BTL,MINUMAN,9500,9500,12000,26.31579,N,N,0,0,0,18,24,N,0,,0,0,0,0,0,0
'8997035600324,'8997035600324,POCARI SWEAT 2L,BTL,MINUMAN,20000,20000,25000,25,N,N,0,0,0,10,148,N,0,,0,0,0,0,0,0
'8992761136178,'8992761136178,SPRITE LEMON 1L,BTL,MINUMAN,9500,9500,12000,26.31579,N,N,0,0,0,33,207,N,0,,0,0,0,0,0,0
'8992761136161,'8992761136161,COCA COLA ORIGINAL 1L,BTL,MINUMAN,9500,9500,13000,36.84211,N,N,0,0,0,73,410,N,0,,0,0,0,0,0,0
'089686816013,'089686816013,PEPSI BLUE 1.5L,BTL,MINUMAN,0,0,20000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8992696425316,'8992696425316,NESCAFE BLACK 200M,BTL,MINUMAN,0,0,7000,0,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8792792585026,'8792792585026,ADEM SARI LEMON 350ML,BTL,MINUMAN,0,0,7000,0,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'749921030382,'749921030382,HILO CHOCOLATE AVOCADO 200ML,BTL,MINUMAN,0,0,6000,0,N,N,0,0,0,0,25,N,0,,0,0,0,0,0,0
'BS,'BS,BOOTSTRAP COLD BREW COFFEE,BTL,MINUMAN,26000,26000,36000,38.46154,N,N,0,0,0,0,32,N,0,,0,0,0,0,0,0
'8991002121089,'8991002121089,GOOD DAY CAPPUCINO 250ML,BTL,MINUMAN,5100,5100,8000,56.86275,N,N,0,0,0,174,496,N,0,,0,0,0,0,0,0
'8991002121003,'8991002121003,GOOD DAY TIRAMISU BLISS 250ML,BTL,MINUMAN,5200,5200,8000,53.84615,N,N,0,0,0,18,174,N,0,,0,0,0,0,0,0
'8992761145071,'8992761145071,FANTA JERUK 250ML,BTL,MINUMAN,0,0,5000,0,N,N,0,0,0,0,65,N,0,,0,0,0,0,0,0
'8992761002046,'8992761002046,FANTA JERUK 390ML,BTL,MINUMAN,4400,4400,7000,59.09091,N,N,0,0,0,66,84,N,0,,0,0,0,0,0,0
'8992761002015,'8992761002015,COCA COLA ORIGINAL 390ML,BTL,MINUMAN,4250,4250,7000,64.70588,N,N,0,0,0,144,840,N,0,,0,0,0,0,0,0
'8997035563414,'8997035563414,POCARI SWEAT 500ML,BTL,MINUMAN,6500,6500,9000,38.46154,N,N,0,0,0,207,1102,N,0,,0,0,0,0,0,0
'8886001026025,'8886001026025,ASTOR CHOCOLATE 150G,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,12,N,0,,0,0,0,0,0,0
'8886001026056,'8886001026056,ASTOR CHOCOLATE 40G,WFR,WAFFER,5000,5000,7000,40,N,N,0,0,0,8,28,N,0,,0,0,0,0,0,0
'9310155540100,'9310155540100,FANTASTIC SEAWEED 100G,WFR,WAFFER,0,0,12000,0,N,N,0,0,0,0,5,N,0,,0,0,0,0,0,0
'8888166607392,'8888166607392,KHONG GUAN SALTCHEESE 175G,WFR,WAFFER,10000,10000,12000,20,N,N,0,0,0,4,13,N,0,,0,0,0,0,0,0
